event_id,event_date,ticker,firm_name,direction,doc_type,alpha,beta,CAR,n_est,AR_day_-5,AR_day_-4,AR_day_-3,AR_day_-2,AR_day_-1,AR_day_+0,AR_day_+1,AR_day_+2,AR_day_+3,AR_day_+4,AR_day_+5
L1_noticeofaction_20180620,2018-06-20,TSM,TSMC,tightening,noticeofaction,-0.000399,1.1064,-0.022399,101,0.001028,-0.013859,0.003856,-0.008621,-0.013188,0.019538,-0.011615,0.01163,0.008379,-0.003409,-0.016137
L1_noticeofaction_20180620,2018-06-20,AAPL,Apple,tightening,noticeofaction,0.000885,1.0659,-0.01875,101,-0.004812,-0.002995,-0.010074,0.000851,-0.012757,0.001652,0.000302,-0.005782,-0.001128,0.009171,0.006821
L1_noticeofaction_20180620,2018-06-20,NVDA,NVIDIA,tightening,noticeofaction,0.002152,1.8128,-0.071847,101,0.004461,0.010554,-0.00649,0.001061,-0.013418,0.002969,-0.010473,-0.029487,-0.024413,0.005853,-0.012464
L1_noticeofaction_20180620,2018-06-20,AMD,AMD,tightening,noticeofaction,0.001879,1.453,-0.02657,101,0.033624,-0.00976,0.005137,0.048334,-0.02058,-0.014553,-0.045322,0.005,-0.025608,0.020728,-0.02357
L1_noticeofaction_20180620,2018-06-20,005930.KS,Samsung,tightening,noticeofaction,0.000336,0.2791,-0.023696,101,0.000788,-0.025318,-0.011463,-0.021779,0.009371,-0.000814,0.002499,0.003395,-0.009203,0.006551,0.022279
L1_noticeofaction_20180620,2018-06-20,GOOG,Google,tightening,noticeofaction,1.5e-05,1.4346,0.014503,101,0.001785,0.011711,0.001566,0.021434,0.001155,-0.000947,-0.001323,-0.004569,-0.006869,-0.008823,-0.000618
L2_noticeofaction_20180816,2018-08-16,TSM,TSMC,tightening,noticeofaction,-0.000773,1.1207,-0.022041,101,-0.000709,-0.010614,-0.002536,-0.001474,-0.001952,-0.009091,-0.009879,-0.002696,0.018156,0.001464,-0.002711
L2_noticeofaction_20180816,2018-08-16,AAPL,Apple,tightening,noticeofaction,0.000482,1.0589,0.037739,101,0.008909,0.004071,0.010216,-0.003034,0.009903,0.005782,0.015969,-0.012797,-0.004622,-1.4e-05,0.003355
L2_noticeofaction_20180816,2018-08-16,NVDA,NVIDIA,tightening,noticeofaction,-4.5e-05,1.9353,0.0355,101,-0.004749,0.007301,0.013018,0.008413,0.005769,-0.021611,-0.055407,0.007682,0.018153,0.038318,0.018614
L2_noticeofaction_20180816,2018-08-16,AMD,AMD,tightening,noticeofaction,0.002943,1.7258,0.101738,101,-0.02497,0.00724,0.039123,0.000729,-0.005807,-0.035392,0.014084,0.003489,0.014508,0.022254,0.066483
L2_noticeofaction_20180816,2018-08-16,005930.KS,Samsung,tightening,noticeofaction,0.000195,0.1664,-0.013602,101,0.002182,-0.030994,-0.007238,0.000961,0.00107,-0.021446,-0.004138,-0.006268,0.021125,0.028889,0.002256
L2_noticeofaction_20180816,2018-08-16,GOOG,Google,tightening,noticeofaction,0.000288,1.5128,-0.035416,101,0.004695,0.001275,0.003671,-0.004212,-0.011104,-0.018765,-0.009899,0.00171,-0.008509,0.005066,0.000656
L3_noticeofaction_20180921,2018-09-21,TSM,TSMC,tightening,noticeofaction,-0.000842,1.0427,0.023228,101,0.02312,-0.007987,-0.009327,0.010095,-0.003926,-0.001264,0.023346,-0.013836,0.006535,0.009029,-0.012556
L3_noticeofaction_20180921,2018-09-21,AAPL,Apple,tightening,noticeofaction,0.001577,1.0295,-0.022977,101,-0.013212,-0.022469,-0.005452,-0.002272,-0.002047,-0.011969,0.016423,0.006107,-0.006157,0.01613,0.001942
L3_noticeofaction_20180921,2018-09-21,NVDA,NVIDIA,tightening,noticeofaction,0.000751,1.8997,0.022159,101,0.017484,0.000786,-0.021574,0.00041,-0.036603,-0.010679,0.014468,0.011928,-5.4e-05,-0.004202,0.050197
L3_noticeofaction_20180921,2018-09-21,AMD,AMD,tightening,noticeofaction,0.007514,2.1165,-0.07075,101,0.065394,-0.004588,-0.034295,-0.032716,-0.025069,-0.011865,0.051185,-0.005978,-0.012219,-0.000936,-0.059662
L3_noticeofaction_20180921,2018-09-21,005930.KS,Samsung,tightening,noticeofaction,-0.00036,0.0094,0.06612,101,0.041221,-0.014855,0.008062,0.014634,0.024123,0.003539,0.000393,0.000373,0.000391,0.009984,-0.021745
L3_noticeofaction_20180921,2018-09-21,GOOG,Google,tightening,noticeofaction,0.000587,1.5474,0.00406,101,-0.003396,-0.006024,-0.004423,0.005973,0.000755,-0.017525,0.011096,0.011046,0.000991,0.007123,-0.001556
L1_exclusions_20181228,2018-12-28,TSM,TSMC,relief,exclusions,0.0005,1.19,-0.053939,101,0.008608,0.019262,0.020002,-0.01786,-0.010145,0.010765,-0.016798,-0.012575,-0.030186,-0.023605,-0.001407
L1_exclusions_20181228,2018-12-28,AAPL,Apple,relief,exclusions,-6.4e-05,1.4848,-0.102588,101,-0.001753,-0.008262,0.014447,-0.003154,-0.01914,0.002419,-0.002882,-0.000678,-0.062785,-0.00823,-0.012572
L1_exclusions_20181228,2018-12-28,NVDA,NVIDIA,relief,exclusions,-0.003572,2.3245,0.036133,101,0.015614,0.010495,0.047375,-0.064335,-0.030832,0.025364,-0.017291,0.020997,0.000701,-0.012173,0.040217
L1_exclusions_20181228,2018-12-28,AMD,AMD,relief,exclusions,0.003979,1.6431,0.06823,101,0.009822,-0.02645,0.02403,-0.010389,-0.040953,0.016929,0.017982,0.013981,-0.057832,0.053975,0.067134
L1_exclusions_20181228,2018-12-28,005930.KS,Samsung,relief,exclusions,-0.000433,0.1839,0.002686,101,-0.008176,0.004218,0.009299,-0.020283,0.005544,0.012426,-0.001128,0.001492,-0.024693,-0.009869,0.033857
L1_exclusions_20181228,2018-12-28,GOOG,Google,relief,exclusions,-0.000299,1.4865,0.021721,101,0.010451,0.001313,0.037213,-0.008642,-0.008177,-0.004369,-0.013742,0.008302,0.008617,0.003045,-0.012288
L1_exclusions_20190325,2019-03-25,TSM,TSMC,relief,exclusions,-0.00049,1.0433,0.031956,101,0.001667,-0.001633,0.005825,0.01903,0.005421,-0.01125,0.00502,0.000385,0.000228,0.008833,-0.001569
L1_exclusions_20190325,2019-03-25,AAPL,Apple,relief,exclusions,-0.001887,1.5497,0.024152,101,0.006352,-0.005835,0.015188,0.021899,0.010583,-0.008904,-0.019576,0.018078,-0.00235,-0.002032,-0.00925
L1_exclusions_20190325,2019-03-25,NVDA,NVIDIA,relief,exclusions,-0.004076,2.1242,0.084981,101,-0.00886,0.044365,0.002875,0.035725,0.009371,-0.015099,0.0066,0.01185,0.000701,0.002803,-0.00535
L1_exclusions_20190325,2019-03-25,AMD,AMD,relief,exclusions,0.000827,2.3483,0.089838,101,-0.011248,0.117759,-0.005451,0.058902,-0.010769,-0.014026,-0.028476,-0.021062,-0.002427,0.001714,0.004921
L1_exclusions_20190325,2019-03-25,005930.KS,Samsung,relief,exclusions,0.00066,0.2248,0.017346,101,-0.012805,0.003946,0.003419,0.037763,0.018873,-0.023028,-0.007769,0.002594,-0.004712,-0.006633,0.005698
L1_exclusions_20190325,2019-03-25,GOOG,Google,relief,exclusions,-0.000111,1.3205,-0.010817,101,-0.004952,0.012603,0.024953,-0.008035,0.004023,-0.00915,-0.016398,-0.003548,-0.008491,-0.004657,0.002835
L1_exclusions_20190418,2019-04-18,TSM,TSMC,relief,exclusions,0.000522,0.9808,0.031122,101,-0.006931,0.004398,0.0008,0.008366,0.033794,0.020683,-0.000522,-0.007021,-0.003213,0.001408,-0.02064
L1_exclusions_20190418,2019-04-18,AAPL,Apple,relief,exclusions,-0.001878,1.682,0.021921,101,-0.006511,-0.009642,0.004747,0.001121,0.025175,0.002815,0.001878,0.003462,0.00143,0.004022,-0.006577
L1_exclusions_20190418,2019-04-18,NVDA,NVIDIA,relief,exclusions,-0.000927,2.0672,-0.043295,101,-0.002067,-0.020724,-0.025718,0.018878,0.000739,-0.007624,0.000927,0.010483,-0.005677,0.00808,-0.020594
L1_exclusions_20190418,2019-04-18,AMD,AMD,relief,exclusions,0.003913,2.601,-0.081998,101,-0.005449,-0.018945,-0.020947,0.016716,-0.013753,-0.001108,-0.003913,0.011518,-0.034361,0.019307,-0.031063
L1_exclusions_20190418,2019-04-18,005930.KS,Samsung,relief,exclusions,0.001031,0.243,-0.058696,101,-0.010676,0.010336,0.003391,0.003096,-0.004711,-0.032233,-0.00761,-0.000173,-0.006487,-0.010454,-0.003176
L1_exclusions_20190418,2019-04-18,GOOG,Google,relief,exclusions,0.00098,1.2469,0.02286,101,0.001019,0.001779,0.002457,0.003323,0.009361,-0.002924,-0.00098,0.007844,0.000576,-0.005008,0.005412
L3_modification_20190509,2019-05-09,TSM,TSMC,mixed,modification,0.00092,0.9508,-0.047088,101,0.014335,-0.003102,-0.017918,0.014779,-0.000765,-0.008345,-0.014169,-0.020937,0.015367,-0.006472,-0.019862
L3_modification_20190509,2019-05-09,AAPL,Apple,mixed,modification,-0.000258,1.5775,-0.067889,101,-0.002899,-0.002515,-0.008131,-0.000651,0.002988,-0.00572,-0.019464,-0.019795,0.003443,0.003026,-0.018174
L3_modification_20190509,2019-05-09,NVDA,NVIDIA,mixed,modification,0.00186,1.8902,-0.106275,101,0.017227,-0.021061,-0.010675,-0.008124,0.005853,-0.017595,-0.016942,-0.017674,0.005645,-0.028078,-0.014852
L3_modification_20190509,2019-05-09,AMD,AMD,mixed,modification,0.002744,2.5278,0.059177,101,0.057828,-0.029582,-0.019791,0.011277,0.017443,0.009323,0.015415,-0.003264,0.018152,-0.007987,-0.009638
L3_modification_20190509,2019-05-09,005930.KS,Samsung,mixed,modification,0.000663,0.263,-0.100195,101,0.000986,-0.01627,0.000513,-0.006254,-0.013619,-0.040546,0.008959,-0.000144,-0.002771,-0.004543,-0.026505
L3_modification_20190509,2019-05-09,GOOG,Google,mixed,modification,0.000867,1.196,0.020185,101,-0.003009,0.007208,0.007847,0.006027,-0.005615,-0.000588,-0.00369,0.000304,-0.020692,0.031215,0.001181
L1_exclusions_20190514,2019-05-14,TSM,TSMC,relief,exclusions,0.000888,0.958,-0.092524,101,0.014931,-0.000721,-0.008291,-0.014163,-0.02073,0.015341,-0.006482,-0.019894,-0.026117,-0.033925,0.007527
L1_exclusions_20190514,2019-05-14,AAPL,Apple,relief,exclusions,-6.4e-05,1.5444,-0.06779,101,-0.001391,0.002741,-0.006014,-0.019535,-0.020787,0.003514,0.003025,-0.018074,0.003398,-0.020782,0.006114
L1_exclusions_20190514,2019-05-14,NVDA,NVIDIA,relief,exclusions,0.001186,1.9852,-0.111595,101,-0.005882,0.00668,-0.016634,-0.016621,-0.014708,0.005558,-0.027958,-0.015022,-0.012445,-0.018324,0.003761
L1_exclusions_20190514,2019-05-14,AMD,AMD,relief,exclusions,0.002381,2.6015,0.035601,101,0.012858,0.017925,0.009909,0.015504,-0.001121,0.017924,-0.008054,-0.009931,-0.005403,-0.01464,0.00063
L1_exclusions_20190514,2019-05-14,005930.KS,Samsung,relief,exclusions,0.001108,0.2472,-0.053214,101,-0.00696,-0.014089,-0.041039,0.008573,-0.00097,-0.003089,-0.004895,-0.026808,-0.008088,0.019978,0.024173
L1_exclusions_20190514,2019-05-14,GOOG,Google,relief,exclusions,0.000586,1.2359,-0.010422,101,0.006966,-0.00527,-0.000187,-0.003558,0.001546,-0.020731,0.031263,0.001107,-0.007519,-0.01242,-0.00162
L1_exclusions_20190604,2019-06-04,TSM,TSMC,relief,exclusions,0.000889,0.8866,0.017114,101,-0.007862,0.006301,0.006537,0.018959,0.013818,-0.013708,-0.029375,-0.000836,-0.000311,0.015587,0.008003
L1_exclusions_20190604,2019-06-04,AAPL,Apple,relief,exclusions,0.000609,1.5046,0.047559,101,0.007858,0.005022,0.00142,0.00113,-0.006559,0.003727,0.003254,0.004841,0.010212,0.005159,0.011497
L1_exclusions_20190604,2019-06-04,NVDA,NVIDIA,relief,exclusions,0.000333,1.8039,0.000396,101,0.002237,-0.008726,-0.011752,-0.002769,-0.007747,0.029925,-0.027084,0.006294,-0.007307,0.011398,0.015928
L1_exclusions_20190604,2019-06-04,AMD,AMD,relief,exclusions,0.001546,2.4546,0.145705,101,0.117726,-0.017627,-0.008833,0.008723,0.011443,0.018,-0.023947,0.062038,-0.008772,0.012316,-0.025364
L1_exclusions_20190604,2019-06-04,005930.KS,Samsung,relief,exclusions,0.001221,0.2155,0.033233,101,-0.001761,-0.017358,0.016269,0.000447,0.029963,-0.01383,0.007376,-0.002543,0.00335,0.011349,-3e-05
L1_exclusions_20190604,2019-06-04,GOOG,Google,relief,exclusions,9.4e-05,1.1728,-0.072982,101,0.010329,-0.007585,-0.00122,0.002573,-0.057922,-0.008998,-0.01995,-0.005255,0.008374,0.007893,-0.00122
L1_exclusions_20190709,2019-07-09,TSM,TSMC,relief,exclusions,6.7e-05,1.0507,-0.004564,101,-0.01716,-0.019649,-6.7e-05,-0.008087,-0.010264,0.007535,0.02141,0.002199,0.003147,0.014058,0.002314
L1_exclusions_20190709,2019-07-09,AAPL,Apple,relief,exclusions,0.001096,1.6016,-0.018517,101,6.9e-05,-0.005097,-0.001096,0.000916,-0.013966,0.003024,0.001569,-0.012038,-0.000812,0.008018,0.000896
L1_exclusions_20190709,2019-07-09,NVDA,NVIDIA,relief,exclusions,-0.002119,2.6915,-0.00574,101,-0.029473,-0.015326,0.002119,-0.008504,-0.003714,-0.000573,0.00746,0.034829,-0.002318,-0.000383,0.010144
L1_exclusions_20190709,2019-07-09,AMD,AMD,relief,exclusions,0.002721,3.0233,0.01308,101,-0.010292,-0.027517,-0.002721,0.012678,0.029041,0.028185,0.002948,-0.031234,-0.012152,0.032279,-0.008133
L1_exclusions_20190709,2019-07-09,005930.KS,Samsung,relief,exclusions,0.000462,0.2526,-0.002093,101,-0.008712,-0.020778,0.012754,-0.007614,-0.026623,0.014992,0.008377,0.013231,0.000536,0.002734,0.00901
L1_exclusions_20190709,2019-07-09,GOOG,Google,relief,exclusions,-0.001041,1.2494,0.044549,101,0.009496,0.000751,0.001041,0.012223,-0.006385,0.007093,0.009319,0.001457,-0.004128,0.005573,0.008111
L2_exclusions_20190731,2019-07-31,TSM,TSMC,relief,exclusions,-0.000158,1.1432,-0.023469,101,-0.002499,-0.014481,-0.011955,0.01305,-0.015783,0.001468,-0.007383,0.00323,-0.008538,0.020141,-0.000718
L2_exclusions_20190731,2019-07-31,AAPL,Apple,relief,exclusions,0.000669,1.4041,0.003919,101,-0.008065,-0.001187,-0.007564,0.010939,-0.00134,0.03502,-0.009673,-0.011601,-0.011205,-1.5e-05,0.00861
L2_exclusions_20190731,2019-07-31,NVDA,NVIDIA,relief,exclusions,-0.001033,2.2854,-0.024098,101,0.007397,-0.016494,-0.006104,0.003299,0.010529,-0.012447,-0.000924,-0.00494,0.004568,-0.018371,0.009388
L2_exclusions_20190731,2019-07-31,AMD,AMD,relief,exclusions,0.001493,2.3308,-0.05129,101,0.006093,-0.002126,-0.008317,-0.013599,0.016166,-0.077095,0.000106,0.001417,0.018662,-0.000751,0.008154
L2_exclusions_20190731,2019-07-31,005930.KS,Samsung,relief,exclusions,5.5e-05,0.0647,-0.087336,101,-0.019386,0.017527,-0.001593,-0.02222,0.009873,-0.02513,-0.00278,-0.005114,-0.020375,-0.011137,-0.007001
L2_exclusions_20190731,2019-07-31,GOOG,Google,relief,exclusions,-0.000878,1.1131,0.084846,101,-0.011669,0.001734,0.09714,-0.006121,-0.007766,0.006089,0.00459,-0.003439,-0.000876,0.001688,0.003477
L3_exclusions_20190807,2019-08-07,TSM,TSMC,relief,exclusions,8.8e-05,1.2109,0.007294,101,0.001959,-0.00702,0.003476,-0.006767,0.019013,-0.001017,-0.007296,-0.003771,0.00396,0.003074,0.001682
L3_exclusions_20190807,2019-08-07,AAPL,Apple,relief,exclusions,0.000749,1.4739,0.05491,101,0.0357,-0.009125,-0.011173,-0.009208,-0.001003,0.008477,-0.006346,0.000763,0.014868,0.019298,0.01266
L3_exclusions_20190807,2019-08-07,NVDA,NVIDIA,relief,exclusions,-0.001273,2.3304,-0.002608,101,-0.011717,-0.000278,-0.004371,0.006149,-0.018716,0.009595,-0.014054,-0.009087,0.012272,-0.003617,0.031218
L3_exclusions_20190807,2019-08-07,AMD,AMD,relief,exclusions,0.002134,2.322,0.019294,101,-0.077832,-0.000615,0.000711,0.017757,-0.001277,0.00752,0.116342,0.02119,-0.02501,-0.047137,0.007646
L3_exclusions_20190807,2019-08-07,005930.KS,Samsung,relief,exclusions,1.4e-05,0.2001,-0.05065,101,-0.023615,-0.001521,-0.004087,-0.016304,-0.012857,-0.007064,-0.016499,0.013033,0.015197,-0.01906,0.022126
L3_exclusions_20190807,2019-08-07,GOOG,Google,relief,exclusions,-0.000578,1.1699,0.024609,101,0.006408,0.004802,-0.003326,0.000516,0.000648,0.003133,0.004871,-0.005617,0.003793,0.002079,0.007302
L4_noticeofaction_20190820,2019-08-20,TSM,TSMC,tightening,noticeofaction,0.000822,1.1687,0.006178,101,0.002979,-0.000288,0.006934,-0.001039,-0.009192,0.012258,0.0048,-0.010798,0.001492,-0.004133,0.003164
L4_noticeofaction_20190820,2019-08-20,AAPL,Apple,tightening,noticeofaction,0.000741,1.4838,0.018429,101,0.019155,0.01296,-0.009379,0.001448,-6e-05,0.011051,-0.002139,-0.000836,-0.008461,0.001962,-0.007272
L4_noticeofaction_20190820,2019-08-20,NVDA,NVIDIA,tightening,noticeofaction,-0.000316,2.282,0.085903,101,-0.003841,0.028842,-0.01397,0.039924,0.043009,0.001339,0.001513,0.002931,0.006809,-0.006217,-0.014435
L4_noticeofaction_20190820,2019-08-20,AMD,AMD,tightening,noticeofaction,0.002327,2.2927,-0.081504,101,-0.046887,0.006596,-0.026826,0.015491,-0.020461,-0.008323,0.010666,0.005142,-0.01682,-0.002457,0.002375
L4_noticeofaction_20190820,2019-08-20,005930.KS,Samsung,tightening,noticeofaction,0.000652,0.1611,0.001991,101,-0.019108,0.020346,-0.001049,0.001601,-0.009436,0.020118,-0.000856,-0.010683,0.001257,-0.010385,0.010185
L4_noticeofaction_20190820,2019-08-20,GOOG,Google,tightening,noticeofaction,-0.000769,1.1552,0.008162,101,0.002493,0.007061,0.000473,-0.007038,0.004489,-0.003239,-0.00152,-9.1e-05,-0.001406,0.003368,0.003571
L2_exclusions_20190920,2019-09-20,TSM,TSMC,relief,exclusions,0.0003,1.1945,0.056426,101,0.015768,0.000316,0.008499,-0.002704,0.003746,-0.017393,0.004375,0.010887,0.012515,0.034816,-0.014398
L2_exclusions_20190920,2019-09-20,AAPL,Apple,relief,exclusions,0.000674,1.4592,-0.002965,101,-0.019071,0.009158,-0.000804,0.008205,-0.008829,-0.008149,0.004014,0.006852,0.005728,-0.002288,0.002218
L2_exclusions_20190920,2019-09-20,NVDA,NVIDIA,relief,exclusions,-0.000989,2.1158,-0.023955,101,-0.010123,-0.001886,0.000299,-0.005756,-0.015944,-0.012673,0.013643,0.005584,0.020996,0.001134,-0.019228
L2_exclusions_20190920,2019-09-20,AMD,AMD,relief,exclusions,0.000902,2.4326,-0.020232,101,0.016749,0.011287,-0.001993,-0.020129,-0.005224,0.003083,0.018967,-0.016983,-0.015206,0.002636,-0.01342
L2_exclusions_20190920,2019-09-20,005930.KS,Samsung,relief,exclusions,-0.000487,0.0111,0.039675,101,0.000495,-0.000538,-0.003788,0.017541,0.030886,0.001559,0.002521,0.004637,-0.011702,0.006649,-0.008585
L2_exclusions_20190920,2019-09-20,GOOG,Google,relief,exclusions,-0.000268,1.2366,0.015682,101,0.005466,-0.002518,-0.004671,0.002496,0.005355,-0.000766,0.003721,-0.001698,0.015429,-0.000844,-0.006288
L3_exclusions_20190920,2019-09-20,TSM,TSMC,relief,exclusions,0.0003,1.1945,0.056426,101,0.015768,0.000316,0.008499,-0.002704,0.003746,-0.017393,0.004375,0.010887,0.012515,0.034816,-0.014398
L3_exclusions_20190920,2019-09-20,AAPL,Apple,relief,exclusions,0.000674,1.4592,-0.002965,101,-0.019071,0.009158,-0.000804,0.008205,-0.008829,-0.008149,0.004014,0.006852,0.005728,-0.002288,0.002218
L3_exclusions_20190920,2019-09-20,NVDA,NVIDIA,relief,exclusions,-0.000989,2.1158,-0.023955,101,-0.010123,-0.001886,0.000299,-0.005756,-0.015944,-0.012673,0.013643,0.005584,0.020996,0.001134,-0.019228
L3_exclusions_20190920,2019-09-20,AMD,AMD,relief,exclusions,0.000902,2.4326,-0.020232,101,0.016749,0.011287,-0.001993,-0.020129,-0.005224,0.003083,0.018967,-0.016983,-0.015206,0.002636,-0.01342
L3_exclusions_20190920,2019-09-20,005930.KS,Samsung,relief,exclusions,-0.000487,0.0111,0.039675,101,0.000495,-0.000538,-0.003788,0.017541,0.030886,0.001559,0.002521,0.004637,-0.011702,0.006649,-0.008585
L3_exclusions_20190920,2019-09-20,GOOG,Google,relief,exclusions,-0.000268,1.2366,0.015682,101,0.005466,-0.002518,-0.004671,0.002496,0.005355,-0.000766,0.003721,-0.001698,0.015429,-0.000844,-0.006288
L1_exclusions_20190920,2019-09-20,TSM,TSMC,relief,exclusions,0.0003,1.1945,0.056426,101,0.015768,0.000316,0.008499,-0.002704,0.003746,-0.017393,0.004375,0.010887,0.012515,0.034816,-0.014398
L1_exclusions_20190920,2019-09-20,AAPL,Apple,relief,exclusions,0.000674,1.4592,-0.002965,101,-0.019071,0.009158,-0.000804,0.008205,-0.008829,-0.008149,0.004014,0.006852,0.005728,-0.002288,0.002218
L1_exclusions_20190920,2019-09-20,NVDA,NVIDIA,relief,exclusions,-0.000989,2.1158,-0.023955,101,-0.010123,-0.001886,0.000299,-0.005756,-0.015944,-0.012673,0.013643,0.005584,0.020996,0.001134,-0.019228
L1_exclusions_20190920,2019-09-20,AMD,AMD,relief,exclusions,0.000902,2.4326,-0.020232,101,0.016749,0.011287,-0.001993,-0.020129,-0.005224,0.003083,0.018967,-0.016983,-0.015206,0.002636,-0.01342
L1_exclusions_20190920,2019-09-20,005930.KS,Samsung,relief,exclusions,-0.000487,0.0111,0.039675,101,0.000495,-0.000538,-0.003788,0.017541,0.030886,0.001559,0.002521,0.004637,-0.011702,0.006649,-0.008585
L1_exclusions_20190920,2019-09-20,GOOG,Google,relief,exclusions,-0.000268,1.2366,0.015682,101,0.005466,-0.002518,-0.004671,0.002496,0.005355,-0.000766,0.003721,-0.001698,0.015429,-0.000844,-0.006288
L2_exclusions_20191002,2019-10-02,TSM,TSMC,relief,exclusions,0.000337,1.2263,0.115324,101,0.012283,0.034857,-0.014265,0.014788,0.029971,0.005513,0.004964,-0.011618,0.016332,0.016869,0.005632
L2_exclusions_20191002,2019-10-02,AAPL,Apple,relief,exclusions,0.000496,1.4756,0.060696,101,0.005806,-0.002069,0.002484,0.015591,0.020361,0.000855,-0.003765,0.006557,0.006333,0.010752,-0.00221
L2_exclusions_20191002,2019-10-02,NVDA,NVIDIA,relief,exclusions,-0.001055,2.1388,0.09427,101,0.02092,0.001256,-0.019039,0.003708,0.026871,0.03383,0.031797,-0.025712,0.023602,-0.004181,0.001218
L2_exclusions_20191002,2019-10-02,AMD,AMD,relief,exclusions,0.001237,2.3721,-0.012517,101,-0.015168,0.002155,-0.014075,-0.003809,0.019908,0.025585,-0.007078,-0.023455,0.006629,0.011479,-0.014687
