event_id,event_date,ticker,firm_name,direction,doc_type,alpha,beta,CAR,n_est,AR_day_-5,AR_day_-4,AR_day_-3,AR_day_-2,AR_day_-1,AR_day_+0,AR_day_+1,AR_day_+2,AR_day_+3,AR_day_+4,AR_day_+5
L3_exclusions_20200521,2020-05-21,GOOG,Google,relief,exclusions,0.000872,0.901,-0.025887,101,-0.006216,0.008171,-0.021425,0.00102,0.008323,0.003345,0.002439,-0.000872,-0.007265,-0.013652,0.000244
L4_exclusions_20200612,2020-06-12,TSM,TSMC,relief,exclusions,-0.000215,0.8788,0.032301,101,-0.005871,-0.003664,0.025784,0.021489,0.008399,0.006179,-0.006733,-0.020376,0.017716,-0.000842,-0.00978
L4_exclusions_20200612,2020-06-12,AAPL,Apple,relief,exclusions,0.002223,1.08,0.062326,101,-0.00205,-0.009315,0.037778,0.029243,0.013425,-0.007695,0.001168,0.0038,0.000274,-0.002466,-0.001836
L4_exclusions_20200612,2020-06-12,NVDA,NVIDIA,relief,exclusions,0.005566,1.3439,0.000405,101,-0.023282,-0.034641,0.032286,0.037032,0.012743,-0.007629,0.010271,-0.042523,0.017743,-0.008313,0.006718
L4_exclusions_20200612,2020-06-12,AMD,AMD,relief,exclusions,0.00333,1.1718,0.001807,101,-0.025115,-0.019889,0.070375,0.021517,-0.014514,-0.005953,0.008986,-0.029574,0.002542,-0.013375,0.006807
L4_exclusions_20200612,2020-06-12,005930.KS,Samsung,relief,exclusions,-0.000817,0.199,-0.018976,101,0.012085,-0.01239,0.013297,7.2e-05,-0.007311,-0.038614,-0.046726,0.041132,0.003453,0.002614,0.013413
L4_exclusions_20200612,2020-06-12,GOOG,Google,relief,exclusions,0.00134,0.9163,0.002338,101,-0.006797,-0.006659,0.012408,0.010183,0.010366,-0.006654,-0.004237,-0.002607,0.007781,-0.012332,0.000884
L3_exclusions_20200624,2020-06-24,TSM,TSMC,relief,exclusions,-0.000403,0.8845,0.032166,101,0.017925,-0.000656,-0.00956,0.007134,0.010165,0.0201,-0.00116,0.009384,-0.011521,-0.006488,-0.003158
L3_exclusions_20200624,2020-06-24,AAPL,Apple,relief,exclusions,0.001482,1.0689,0.020885,101,0.000975,-0.001719,-0.001158,0.017739,0.015259,0.008502,7.9e-05,-0.006312,0.005867,-0.009606,-0.008741
L3_exclusions_20200624,2020-06-24,NVDA,NVIDIA,relief,exclusions,0.004831,1.3213,0.001373,101,0.018397,-0.007565,0.007326,0.015255,-0.018579,0.006633,0.008245,-0.008121,-0.01932,0.007173,-0.008071
L3_exclusions_20200624,2020-06-24,AMD,AMD,relief,exclusions,0.002049,1.1428,-0.053172,101,0.003718,-0.012077,0.007923,0.000302,-0.021032,-0.002137,-0.023353,-0.009602,-0.015238,0.026682,-0.008358
L3_exclusions_20200624,2020-06-24,005930.KS,Samsung,relief,exclusions,-0.00071,0.2012,0.02573,101,0.003354,0.002506,0.013319,-0.017609,-0.011695,0.035094,-0.020398,0.032558,-0.012556,0.005244,-0.004088
L3_exclusions_20200624,2020-06-24,GOOG,Google,relief,exclusions,0.000792,0.9042,-0.007581,101,0.008285,-0.011777,0.001364,0.007402,0.003957,0.000434,-0.004165,-0.035382,0.011717,-0.001364,0.011949
L4_exclusions_20200710,2020-07-10,TSM,TSMC,relief,exclusions,0.000739,0.8772,0.093499,101,-0.000739,0.040942,-0.010156,0.023362,0.039202,-0.024276,0.026582,0.016547,-0.022146,0.010273,-0.006091
L4_exclusions_20200710,2020-07-10,AAPL,Apple,relief,exclusions,0.001689,1.0501,0.007093,101,-0.001689,0.008383,0.006568,0.013381,0.008537,-0.010931,0.003529,0.000781,-0.004349,-0.010417,-0.006701
L4_exclusions_20200710,2020-07-10,NVDA,NVIDIA,relief,exclusions,0.0051,1.2953,-0.033017,101,-0.0051,-0.002057,0.012216,0.019633,0.030891,-0.021488,-0.03372,0.00984,-0.031296,-0.009733,-0.002204
L4_exclusions_20200710,2020-07-10,AMD,AMD,relief,exclusions,0.001813,1.1295,0.000365,101,-0.001813,0.0005,0.001606,-0.001208,0.076244,-0.037735,-0.032218,0.00413,-0.000741,-0.005555,-0.002845
L4_exclusions_20200710,2020-07-10,005930.KS,Samsung,relief,exclusions,-0.001039,0.2037,0.034565,101,0.014272,0.023923,-0.025847,-0.008047,-0.001584,-0.002987,0.01623,0.005798,0.015917,-0.01472,0.011611
L4_exclusions_20200710,2020-07-10,GOOG,Google,relief,exclusions,0.000327,0.8911,0.004303,101,-0.000327,0.006685,0.00228,-1.7e-05,0.014722,0.010697,-0.011701,-0.00616,-0.012985,0.005589,-0.00448
L2_exclusions_20200716,2020-07-16,TSM,TSMC,relief,exclusions,0.000529,0.8662,0.051412,101,0.039349,-0.023951,0.026687,0.016904,-0.021837,0.010444,-0.00585,-0.000432,0.01177,0.005111,-0.006785
L2_exclusions_20200716,2020-07-16,AAPL,Apple,relief,exclusions,0.001482,1.0479,-0.063109,101,0.008732,-0.010701,0.003715,0.001017,-0.004122,-0.010218,-0.006488,0.010781,-0.017043,-0.004696,-0.034088
L2_exclusions_20200716,2020-07-16,NVDA,NVIDIA,relief,exclusions,0.005183,1.2822,-0.089249,101,0.030734,-0.021433,-0.033926,0.009934,-0.031259,-0.00986,-0.002249,0.014352,-0.024675,-0.001878,-0.018988
L2_exclusions_20200716,2020-07-16,AMD,AMD,relief,exclusions,0.002281,1.1209,0.069162,101,0.075728,-0.038113,-0.032767,0.003778,-0.001131,-0.006052,-0.003289,0.032264,-0.012168,0.075312,-0.0244
L2_exclusions_20200716,2020-07-16,005930.KS,Samsung,relief,exclusions,-0.000824,0.2118,0.025974,101,-0.001754,-0.003287,0.01609,0.005475,0.015629,-0.014907,0.011373,-0.004633,0.020764,-0.011243,-0.007535
L2_exclusions_20200716,2020-07-16,GOOG,Google,relief,exclusions,0.00032,0.8881,-0.007382,101,0.014713,0.010735,-0.011722,-0.006113,-0.01295,0.005586,-0.004464,0.025317,-0.006474,0.001037,-0.023047
L4_exclusions_20200723,2020-07-23,TSM,TSMC,relief,exclusions,0.000783,0.8547,0.194962,101,0.010151,-0.006071,-0.000589,0.011536,0.004923,-0.00718,0.101435,0.119419,-0.071287,0.063348,-0.030722
L4_exclusions_20200723,2020-07-23,AAPL,Apple,relief,exclusions,0.002222,1.0425,-0.04477,101,-0.010975,-0.007212,0.010088,-0.017773,-0.005404,-0.034894,0.001754,0.013769,-0.0119,0.00399,0.013788
L4_exclusions_20200723,2020-07-23,NVDA,NVIDIA,relief,exclusions,0.005622,1.2781,-0.030839,101,-0.010314,-0.002677,0.013946,-0.025108,-0.002294,-0.019477,0.008681,0.007193,-0.017115,0.002965,0.01336
L4_exclusions_20200723,2020-07-23,AMD,AMD,relief,exclusions,0.001717,1.1122,0.344951,101,-0.005519,-0.002701,0.032901,-0.01159,0.075926,-0.023944,0.170183,-0.016138,-0.014237,0.109885,0.030184
L4_exclusions_20200723,2020-07-23,005930.KS,Samsung,relief,exclusions,-0.000916,0.1917,0.086813,101,-0.014885,0.011522,-0.004372,0.020889,-0.011036,-0.007692,0.003951,0.025328,0.056113,0.00536,0.001635
L4_exclusions_20200723,2020-07-23,GOOG,Google,relief,exclusions,0.000674,0.8934,0.000139,101,0.005249,-0.004833,0.024919,-0.006837,0.000653,-0.023337,0.002342,0.004843,-0.014405,0.002672,0.008872
L4_exclusions_20200811,2020-08-11,TSM,TSMC,relief,exclusions,0.002466,0.8493,-0.044402,101,0.010173,0.010031,-0.021523,-0.009089,-0.006794,-0.019862,0.004251,-0.014457,-0.000915,0.017934,-0.014149
L4_exclusions_20200811,2020-08-11,AAPL,Apple,relief,exclusions,0.002836,1.0338,0.002188,101,0.000109,-0.005858,0.025409,-0.026226,0.008864,-0.024337,0.015929,0.016978,-0.003549,-0.008248,0.003116
L4_exclusions_20200811,2020-08-11,NVDA,NVIDIA,relief,exclusions,0.004724,1.2571,0.023919,101,0.01049,-0.007552,-0.008485,-0.017517,-0.011252,-0.022919,0.032082,-0.00191,0.006067,0.058715,-0.0138
L4_exclusions_20200811,2020-08-11,AMD,AMD,relief,exclusions,0.00159,1.0881,0.01157,101,0.089368,-0.005412,0.007827,-0.02373,-0.035334,-0.058095,0.057712,-0.008684,-0.008002,0.009237,-0.013318
L4_exclusions_20200811,2020-08-11,005930.KS,Samsung,relief,exclusions,-0.000164,0.1733,0.025143,101,0.008341,-0.007931,0.018383,-0.008566,0.004906,0.008466,0.011484,-0.004566,-0.011731,-0.000305,0.006662
L4_exclusions_20200811,2020-08-11,GOOG,Google,relief,exclusions,0.000785,0.8988,0.021952,101,-0.010461,-0.000666,0.011414,-0.005093,-0.002172,-0.004169,0.004401,0.008908,-0.00769,0.003578,0.023904
